id,mailto_wave2
1338,False
1341,False
1346,False
1347,True
1350,False
1356,False
1357,True
1363,False
1365,True
1370,True
1373,True
1374,False
1378,False
1381,True
1383,False
1384,False
1385,False
1387,False
1390,False
1393,True
1402,False
1405,True
1409,False
1412,False
1413,False
1417,False
1420,False
1422,True
1428,False
1432,True
1436,False
1443,False
1444,False
1447,False
1449,False
1458,False
1459,False
1464,True
1465,False
1467,False
1474,True
1483,False
1486,True
1489,False
1490,False
1494,False
1497,True
1499,False
1500,True
1504,True
1505,False
1510,False
1515,False
1517,False
1523,False
1532,True
1539,False
1544,False
1553,False
1558,False
1562,False
1569,False
1574,False
1578,False
1579,True
1583,False
1584,False
1585,True
1587,False
1589,False
1591,False
1592,False
1593,False
1596,False
1598,False
1601,True
1613,False
1615,False
1623,False
1624,False
1625,False
1628,False
1634,True
1639,False
1641,False
1642,False
1645,False
1651,False
1653,False
1654,False
1661,True
1663,True
1664,True
1669,False
1672,False
1674,True
1677,False
1678,True
1688,True
1689,True
1696,True
1699,False
1703,False
1705,True
1707,True
1708,False
1709,False
1713,False
1714,False
1718,False
1730,False
1736,False
1737,False
1748,False
1753,False
1755,False
1757,False
1761,False
1766,False
1768,False
1769,False
1770,True
1773,False
1780,False
1784,False
1787,False
1790,False
1791,False
1793,True
1797,False
1799,False
1800,False
1803,False
1805,True
1808,False
1811,True
1812,False
1813,True
1818,False
1826,False
1830,True
1831,True
1834,False
1836,False
1847,False
1849,True
1852,True
1857,False
1860,False
1865,False
1866,False
1872,True
1873,False
1876,False
1877,False
1878,True
1879,False
1883,True
1885,False
1891,False
1892,False
1895,False
1896,False
1899,False
1901,False
1906,False
1909,False
1910,False
1911,False
1914,True
1915,False
1916,False
1917,False
1924,False
1926,False
1928,False
1930,True
1934,False
1935,False
1936,False
1937,False
1940,False
1941,False
1943,False
1949,False
1951,True
1955,False
1957,True
1959,True
1966,False
1970,True
1975,False
1977,False
1981,False
1985,False
1986,True
1987,True
1990,False
1996,False
2002,True
2009,True
2010,True
2018,False
2020,False
2026,False
2027,False
2030,False
2033,False
2038,False
2040,False
2042,True
2044,False
2048,False
2054,True
2055,False
2059,False
2063,False
2065,False
2070,False
2072,False
2075,False
2078,False
2079,False
2081,False
2084,False
2089,False
2092,True
2093,False
2103,True
2107,False
2108,False
2109,True
2114,True
2115,True
2118,True
2121,False
2134,True
2135,False
2137,False
2138,False
2140,False
2143,False
2144,True
2149,False
2152,False
2153,False
2158,False
2161,False
2162,False
2164,False
2166,False
2170,False
2171,False
2172,True
2175,False
2176,True
2177,True
2180,True
2182,True
2184,True
2186,True
2189,True
2190,False
2197,False
2198,False
2201,False
2207,True
2208,False
2210,False
2211,False
2216,False
2222,False
2232,False
2234,False
2237,False
2238,False
2241,True
2248,True
2249,False
2255,True
2258,False
2261,True
2262,False
2264,True
2269,False
2271,False
2272,False
2273,False
2277,False
2281,True
2284,False
2285,False
2290,False
2291,False
2298,False
2302,False
2303,False
2308,False
2317,False
2320,True
2321,True
2325,True
2334,True
2337,False
2339,False
2341,False
2348,False
2352,True
2354,False
2355,False
2357,False
2361,False
2369,False
2370,False
2371,False
2374,False
2375,False
2377,False
2381,True
2382,True
2383,True
2384,False
2385,False
2386,True
2387,False
2392,False
2397,True
2400,False
2403,False
2405,False
2406,False
2407,False
2413,False
2419,True
2422,False
2427,False
2433,False
2437,False
2443,False
2447,True
2449,True
2457,False
2461,True
2463,False
2464,False
2468,True
2470,False
2474,False
2475,False
2476,False
2483,False
2484,False
2485,False
2489,False
2494,False
2498,True
2500,False
2503,False
2505,False
2507,False
2509,False
2513,False
2516,True
2521,True
2524,True
2525,False
2526,False
2537,True
2538,False
2539,False
2540,False
2541,True
2544,True
2547,False
2554,False
2557,False
2560,True
2561,False
2563,False
2564,True
2567,True
2569,False
2571,False
2572,False
2575,False
2576,False
2577,False
2578,False
2582,False
2585,False
2588,False
2593,False
2595,True
2596,True
2598,True
2602,False
2603,False
2612,False
2614,False
2619,True
2620,False
2622,True
2636,True
2637,False
2638,False
2640,False
2642,True
2643,False
2644,True
2646,False
2649,False
2651,False
2655,False
2662,False
2670,True
2671,False
2674,True
2676,False
2678,True
2681,True
2691,False
2692,True
2693,True
2697,False
2700,False
2705,False
2713,False
2714,False
2716,False
2718,True
2721,False
2726,False
2727,False
2728,False
2732,False
2749,False
2757,False
2765,False
2770,False
2771,False
2774,False
2779,True
2785,False
2787,False
2792,False
2795,True
2800,True
2804,False
2812,False
2815,False
2819,True
2823,False
2824,False
2832,False
2838,False
2840,True
2841,False
2842,True
2844,False
2845,True
2855,True
2857,False
2858,False
2863,False
2864,False
2869,False
2875,False
2880,True
2883,False
2886,False
2892,True
2893,False
2895,False
2898,False
2899,False
2901,False
2904,False
2905,True
2907,False
2909,False
2912,True
2913,True
2914,False
2915,True
2917,False
2919,False
2920,True
2925,False
2929,False
2931,False
2941,False
2943,True
2945,False
2963,False
2966,False
2968,False
2969,False
2970,False
2973,True
2974,False
2977,True
2980,False
2986,False
2988,False
2989,False
2990,False
2992,False
2994,False
2997,False
2999,True
3004,False
3007,False
3008,False
3009,True
3011,False
3013,True
3014,True
3015,False
3018,True
3021,False
3033,False
3035,False
3038,False
3052,False
3058,True
3060,True
3064,True
3065,False
3068,True
3070,False
3073,False
3074,False
3080,False
3082,False
3084,False
3086,False
3089,True
3093,True
3102,False
3104,False
3105,False
3106,True
3107,True
3109,False
3110,True
3111,False
3116,False
3121,False
3125,False
3128,True
3129,False
3134,True
3137,False
3138,False
3141,False
3143,True
3154,False
3157,False
3158,False
3159,False
3161,False
3167,False
3177,False
3182,False
3183,False
3186,False
3193,True
3198,True
3201,False
3203,False
3205,False
3207,False
3210,True
3212,False
3220,False
3228,False
3232,False
3235,False
3236,False
3242,False
3244,True
3246,True
3248,False
3255,False
3260,True
3262,False
3264,False
3277,False
3279,False
3281,True
3284,False
3286,True
3288,False
3292,False
3294,False
3296,True
3302,False
3304,False
3305,False
3307,False
3308,False
3310,True
3311,False
3318,True
3321,True
3325,False
3332,True
3337,False
3339,True
3340,False
3350,False
3352,False
3354,False
3355,False
3359,True
3368,False
3370,False
3374,True
3377,False
3380,False
3382,False
3384,False
3392,False
3393,True
3402,False
3414,False
3415,False
3418,False
3419,False
3421,False
3427,False
3430,True
3432,True
3434,True
3440,True
3446,False
3450,True
3451,False
3453,True
3460,False
3467,False
3470,False
3471,True
3472,False
3476,False
3478,False
3486,False
3489,False
3493,False
3494,False
3495,False
3500,False
3506,False
3510,True
3518,False
3530,False
3533,False
3539,False
3546,True
3552,False
3558,False
3559,False
3563,False
3566,False
3575,False
3576,True
3577,False
3581,False
3586,False
3588,False
3591,False
3595,False
3604,False
3613,True
3615,True
3621,False
3622,False
3623,True
3631,False
3632,False
3634,False
3636,False
3642,True
3644,False
3654,False
3656,True
3664,True
3665,False
3668,False
3670,False
3672,True
3675,False
3680,True
3685,False
3688,False
3693,True
3694,True
3702,False
3704,False
3711,False
3718,False
3721,False
3723,False
3729,False
3730,False
3732,False
3735,False
3740,False
3741,False
3744,True
3748,False
3749,False
3750,False
3755,False
3756,False
3760,False
3768,False
3773,False
3774,False
3775,True
3777,True
3778,False
3781,False
3784,True
3785,True
3786,False
3791,False
3799,False
3800,False
3808,True
3810,False
3811,False
3816,False
3820,False
3821,False
3822,False
3825,True
3826,False
3828,True
3829,False
3830,False
3831,True
3833,True
3838,False
3840,False
3845,False
3850,False
3854,False
3857,False
3858,False
3864,True
3865,False
3870,False
3871,False
3872,False
3874,False
3877,True
3879,True
3882,False
3883,True
3886,True
3892,True
3894,True
3898,False
3902,False
3903,True
3906,False
3907,False
3911,False
3913,False
3916,False
3920,False
3922,False
3923,True
3927,True
3932,False
3938,False
3943,True
3949,False
3952,True
3955,False
3957,False
3964,True
3965,False
3980,False
3981,False
3982,False
3984,False
3989,True
3990,True
3998,False
4001,False
4003,False
4009,False
4011,False
4012,True
4018,True
4020,True
4024,False
4025,False
4028,True
4033,False
4034,False
4038,True
4039,True
4044,False
4049,False
4051,False
4053,True
4058,False
4060,False
4062,False
4068,False
4069,False
4070,False
4072,False
4075,False
4077,True
4081,False
4101,False
4113,False
4114,False
4116,True
4117,False
4120,False
4122,False
4128,True
4133,False
4134,False
4136,False
4143,True
4150,False
4151,False
4152,True
4154,False
4161,False
4164,False
4167,False
4184,False
4185,False
4189,True
4195,False
4200,False
4203,False
4206,False
4208,False
4209,True
4210,False
4212,True
4217,False
4218,False
4220,False
4226,True
4235,False
4237,False
4247,False
4250,True
4256,False
4259,False
4260,False
4264,True
4265,False
4266,False
4270,False
4273,False
4274,False
4275,False
4278,False
4286,False
4287,False
4290,True
4291,False
4295,False
4306,False
4314,False
4316,False
4317,True
4318,False
4320,True
4324,True
4329,False
4332,False
4333,False
4344,False
4351,True
4352,False
4354,False
4358,False
4363,False
4365,False
4375,False
4378,False
4379,False
4380,True
4381,False
4382,False
4383,False
4384,True
4390,False
4392,True
4397,False
4400,True
4403,False
4404,False
4405,False
4406,False
4407,False
4408,False
4409,True
4413,True
4414,False
4419,False
4420,False
4423,False
4425,False
4427,False
4429,False
4430,False
4447,False
4450,False
4453,False
4454,True
4456,True
4458,True
4459,False
4462,False
4468,False
4470,True
4480,False
4483,False
4485,True
4487,False
4489,True
4493,False
4494,False
4495,False
4496,False
4497,True
4506,False
4511,False
4514,False
4519,False
4520,False
4523,False
4524,False
4528,False
4535,False
4536,True
4537,False
4538,False
4539,False
4541,False
4554,False
4559,True
4561,True
4562,False
4565,False
4568,True
4570,False
4573,True
4574,False
4582,False
4584,True
4586,False
4588,False
4589,False
4590,True
4591,True
4595,False
4597,True
4605,False
4609,False
4612,False
4613,False
4615,False
4631,False
4634,True
4640,False
4641,False
4642,False
4643,False
4646,False
4648,False
4649,False
4653,False
4655,False
4656,True
4661,True
4662,True
4667,False
4671,False
4672,False
4675,False
4677,True
4678,False
4683,True
4684,False
4688,False
4691,False
4695,False
4697,True
4700,True
4702,False
4708,False
4713,True
4714,False
4718,False
4719,False
4723,False
4733,True
4734,False
4739,False
4740,False
4741,False
4747,False
4751,False
4752,False
4756,True
4761,True
4763,False
4765,True
4767,False
4768,False
4769,True
4770,False
4779,False
4782,False
4787,False
4793,False
4800,True
4801,False
4806,False
4807,False
4808,False
4810,True
4811,False
4813,False
4814,False
4822,False
4824,False
4832,False
4834,True
4835,True
4837,True
4841,False
4844,True
4845,True
4846,False
4848,False
4857,False
4865,True
4874,False
4875,False
4881,False
4882,False
4883,False
4884,False
4893,False
4906,True
4908,False
4910,False
4913,True
4916,False
4917,False
4921,False
4923,False
4925,True
4933,False
4941,True
4948,False
4950,False
4951,False
4957,False
4958,False
4959,False
4961,False
4962,False
4963,False
4964,False
4966,False
4968,False
4971,False
4977,False
4979,False
4986,False
4990,True
4993,True
4997,True
5000,False
5003,True
5005,False
5011,False
5012,False
5013,True
5014,True
5024,False
5027,False
5033,False
5034,False
5044,True
5045,False
5047,False
5048,False
5049,False
5052,True
5054,True
5061,False
5062,True
5064,True
5069,True
5075,False
5077,False
5079,False
5080,True
5084,False
5085,False
5087,False
5088,False
5090,False
5091,False
5093,False
5096,False
5099,False
5103,False
5104,False
5106,False
5108,False
5110,False
5115,False
5117,True
5122,False
5123,True
5127,True
5134,False
5143,False
5145,True
5147,False
5148,False
5152,True
5153,False
5158,False
5160,False
5164,False
5171,False
5174,True
5175,False
5177,False
5186,False
5189,False
5190,False
5194,False
5197,False
5201,False
5210,True
5213,False
5214,False
5217,True
5221,False
5222,False
5223,False
5225,False
5226,False
5228,False
5231,False
5234,False
5239,False
5244,True
5245,True
5246,True
5252,False
5255,False
5256,False
5257,False
5258,False
5261,False
5266,False
5268,False
5276,False
5288,True
5289,True
5291,True
5292,False
5301,False
5308,True
5309,False
5312,True
5317,False
5319,False
5322,True
5323,True
5326,True
5328,False
5329,False
5332,False
5334,False
5337,False
5348,True
5362,False
5373,False
5375,False
5380,False
5381,False
5384,False
5385,False
5389,False
5390,False
5392,False
5396,False
5397,True
5401,True
5405,True
5409,False
5410,False
5412,False
5418,False
5423,False
5425,False
5427,False
5436,True
5437,True
5451,False
5454,False
5455,False
5457,False
5469,False
5472,False
5474,False
5480,False
5485,False
5488,False
5492,False
5494,False
5502,False
5504,False
5505,False
5507,False
5509,False
5513,False
5515,True
5526,False
5532,False
5536,False
5539,True
5542,False
5544,False
5547,False
5551,False
5553,False
5556,False
5559,False
5560,False
5572,True
5576,True
5579,False
5582,False
5584,False
5589,False
5590,False
5593,False
5599,True
5607,False
5608,True
5610,True
5611,True
5612,False
5614,False
5618,False
5619,False
5621,False
5623,False
5626,True
5630,False
5631,False
5635,False
5645,False
5649,False
5655,False
5667,True
5668,False
5669,False
5672,False
5673,False
5676,False
5680,False
5681,True
5685,False
5686,True
5690,True
5692,False
5694,False
5695,False
5698,False
5701,False
5703,True
5705,True
5708,False
5711,True
5721,True
5724,False
5734,False
5735,False
5745,False
5752,False
5758,False
5762,False
5767,False
5771,False
5776,False
5786,False
5794,False
5795,False
5799,False
5800,False
5805,False
5808,False
5809,False
5811,True
5813,False
5815,False
5818,False
5820,False
5822,False
5823,False
5824,False
5828,False
5831,False
5832,False
5834,False
5835,False
5838,True
5839,False
5841,False
5844,True
5848,False
5849,False
5850,True
5851,True
5855,False
5856,False
5860,False
5861,False
5866,False
5868,False
5881,True
5882,False
5888,True
5890,False
5899,False
5900,False
5901,True
5903,False
5905,True
5913,False
5914,False
5916,False
5917,True
5918,False
5921,True
5925,False
5932,True
5934,True
5944,False
5947,False
5958,False
5960,True
5966,False
5969,False
5970,True
5977,False
5982,False
5983,False
5986,False
5994,True
5995,True
5997,False
5999,False
6000,True
6001,False
6002,False
6007,False
6008,True
6009,False
6010,False
6017,False
6020,True
6021,False
6024,False
6026,True
6027,True
6029,False
6030,True
6035,False
6040,False
6042,False
6047,False
6051,False
6052,False
6053,False
6055,False
6056,True
6057,False
6063,False
6065,False
6067,False
6068,False
6069,True
6070,False
6082,True
6083,False
6091,True
6092,False
6100,False
6101,True
6111,True
6119,False
6123,False
6129,False
6132,False
6134,True
6136,True
6143,True
6150,True
6151,True
6154,False
6166,False
6167,False
6169,True
6174,False
6182,True
6188,False
6190,False
6191,True
6203,False
6207,False
6208,False
6211,True
6217,False
6222,True
6225,True
6227,False
6231,False
6234,False
6241,False
6243,False
6244,False
6245,False
6246,True
6251,False
6252,False
6254,False
6257,False
6263,True
6272,False
6274,False
6275,False
6279,True
6280,False
6281,False
6285,False
6287,False
6289,True
6290,False
6302,True
6304,True
6310,False
6312,False
6314,True
6318,False
6319,True
6321,False
6323,True
6326,True
6330,True
6331,False
6332,False
6336,False
6337,False
6346,False
6348,False
6350,False
6351,True
6352,True
6353,False
6357,True
6360,False
6376,False
6378,True
6382,False
6383,False
6384,False
6385,False
6386,False
6387,False
6388,False
6390,False
6396,False
6397,True
6399,False
6400,False
6402,False
6406,False
6408,True
6413,False
6414,True
6417,False
6419,True
6420,False
6421,False
6423,False
6424,False
6425,True
6427,False
6429,False
6435,False
6441,False
6442,False
6445,False
6448,False
6452,False
6455,True
6457,True
6458,False
6459,False
6464,False
6466,False
6471,False
6473,False
6475,False
6478,False
6480,False
6481,False
6482,False
6484,True
6485,True
6487,False
6489,False
6490,False
6494,True
6499,False
6502,False
6508,True
6511,False
6512,False
6514,False
6515,True
6516,False
6523,True
6527,False
6537,False
6538,True
6540,True
6542,True
6544,True
6546,False
6549,True
6550,False
6552,False
6553,False
6556,True
6558,False
6559,False
6561,True
6563,False
6564,False
6568,False
6569,True
6573,False
6574,False
6575,False
6585,False
6589,False
6591,False
6594,False
6598,True
6600,False
6607,False
6609,False
6610,False
6612,False
6613,True
6614,False
6617,True
6618,False
6620,False
6621,False
6622,False
6627,False
6632,True
6636,False
6637,True
6639,False
6646,False
6650,False
6652,False
6656,False
6660,True
6664,False
6667,False
6668,False
6675,True
6679,False
6680,False
6683,False
6686,False
6688,False
6694,False
6703,False
6704,True
6706,False
6707,False
6711,True
6712,False
6713,False
6714,False
6715,False
6717,False
6718,False
6720,False
6725,False
6728,False
6729,True
6735,False
6736,False
6737,False
6738,False
6742,False
6743,False
6750,False
6753,True
6754,True
6756,False
6757,True
6763,False
6765,True
6766,True
6769,False
6770,False
6772,False
6774,True
6775,True
6777,False
6779,False
6780,False
6781,False
6786,True
6787,True
6795,False
6796,True
6799,False
6800,False
6801,False
6803,True
6804,False
6805,False
6819,False
6821,True
6826,False
6830,False
6832,False
6833,False
6834,False
6836,True
6837,False
6839,False
6840,False
6843,False
6844,False
6847,False
6853,True
6859,False
6863,True
6866,False
6869,False
6872,False
6878,False
6879,False
6881,False
6885,False
6890,False
6894,True
6899,False
6903,False
6904,False
6906,True
6907,True
6910,False
6911,False
6918,False
6921,False
6922,True
6926,False
6928,False
6930,False
6937,True
6938,False
6944,False
6947,False
6948,False
6952,False
6953,False
6956,False
6970,False
6978,True
6980,False
6981,False
6986,False
6988,False
6990,False
6992,True
6999,True
7000,False
7004,False
7006,False
7018,False
7019,False
7031,False
7034,False
7036,False
7039,False
7040,False
7045,False
7048,False
7049,True
7053,False
7056,False
7061,False
7064,False
7075,False
7076,True
7078,False
7085,True
7086,False
7087,True
7097,True
7099,False
7100,True
7102,False
7103,True
7107,False
7108,True
7109,False
7110,False
7111,False
7112,False
7116,False
7117,False
7119,True
7120,False
7124,False
7133,False
7135,False
7136,False
7143,False
7147,False
7148,False
7149,False
7151,False
7156,False
7161,False
7162,False
7165,False
7170,False
7172,False
7179,False
7180,False
7181,False
7188,False
7189,False
7191,False
7192,True
7195,False
7202,True
7205,False
7213,True
7215,False
7216,True
7217,False
7219,False
7226,False
7231,False
7232,False
7233,False
7234,True
7238,False
7239,False
7240,False
7244,True
7245,False
7249,False
7252,False
7255,False
7259,True
7262,False
7268,False
7270,False
7272,False
7279,True
7280,False
7281,False
7283,False
7286,False
7287,False
7290,False
7292,False
7299,False
7306,False
7307,False
7309,True
7313,False
7314,False
7315,False
7317,True
7322,True
7331,False
7337,True
7338,False
7341,False
7351,False
7363,True
7364,False
7369,False
7373,False
7374,False
7375,False
7377,True
7378,False
7395,False
7396,False
7403,True
7406,False
7414,True
7417,False
7420,False
7423,False
7424,False
7427,False
7429,True
7440,False
7442,True
7448,False
7451,False
7454,False
7455,False
7460,False
7462,False
7463,False
7468,False
7469,True
7471,True
7472,False
7475,True
7476,True
7482,False
7483,False
7489,False
7490,True
7491,False
7496,True
7499,False
7503,True
7506,True
7507,False
7513,False
7521,True
7528,False
7533,False
7542,False
7545,False
7548,False
7551,True
7554,False
7555,True
7556,False
7557,True
7561,True
7568,False
7571,False
7574,False
7577,False
7581,False
7583,False
7586,False
7587,True
7595,False
7597,False
7599,False
7602,False
7603,False
7606,True
7612,True
7613,False
7615,True
7624,True
7626,False
7630,False
7631,False
7632,False
7643,False
7647,False
7651,True
7655,False
7656,False
7660,True
7662,True
7664,True
7666,False
7668,True
7669,True
7672,False
7679,False
7682,False
7684,False
7685,True
7695,False
7699,True
7704,False
7709,False
7717,False
7718,False
7720,False
7721,False
7722,False
7729,False
7733,False
7735,False
7738,False
7739,True
7740,True
7745,False
7749,False
7751,False
7754,True
7762,False
7765,False
7777,False
7789,False
7798,False
7800,True
7805,False
7820,False
7822,False
7831,False
7833,False
7840,True
7842,False
7843,False
7847,False
7855,False
7856,True
7857,True
7859,False
7867,False
7869,False
7871,True
7872,False
7882,False
7884,False
7887,True
7889,False
7895,False
7901,False
7904,False
7909,False
7912,True
7915,False
7916,True
7919,False
7924,True
7927,False
7940,False
7944,False
7947,True
7948,False
7949,False
7959,False
7963,False
7965,False
7973,False
7977,True
7983,False
7984,False
7985,False
7987,True
7990,False
7998,True
8000,False
8006,True
8008,False
8012,False
8014,False
8016,True
8019,True
8027,False
8029,False
8030,False
8033,False
8035,False
8038,False
8040,False
8051,False
8055,False
8057,True
8067,False
8072,False
8073,False
8076,False
8079,False
8081,False
8082,False
8086,False
8089,True
8090,True
8098,False
8104,True
8106,False
8107,False
8108,False
8110,True
8113,False
8118,True
8122,True
8123,False
8131,False
8132,True
8134,False
8138,False
8140,False
8148,False
8151,True
8152,False
8155,False
8158,False
8160,True
8161,False
8162,True
8163,False
8164,False
8165,True
8166,False
8169,False
8171,True
8178,True
8183,False
8185,True
8186,False
8198,False
8201,True
8203,False
8204,False
8206,True
8208,False
8211,False
8213,False
8216,True
8218,False
8219,False
8221,False
8223,False
8229,True
8231,False
8234,True
8236,False
8238,True
8241,False
8242,False
8243,False
8247,True
8251,False
8254,False
8257,False
8259,False
8260,False
8265,False
8271,False
8275,False
8279,False
8281,False
8289,False
8291,False
8292,False
8293,False
8294,False
8305,True
8310,False
8316,False
8318,False
8320,False
8321,False
8322,True
8325,False
8328,True
8335,True
8339,False
8341,False
8342,False
8351,False
8352,False
8360,False
8361,True
8362,True
8367,False
8368,False
8370,False
8375,False
8377,False
8379,False
8388,False
8391,False
8392,False
8397,True
8404,False
8409,False
8412,False
8414,False
8417,False
8419,False
8420,False
8421,False
8428,True
8429,False
8430,False
8436,False
8444,False
8446,True
8447,False
8449,False
8450,False
8452,False
8453,False
8455,False
8457,False
8458,True
8460,True
8461,False
8467,False
8468,False
8472,False
8474,False
8477,True
8480,False
8483,False
8485,False
8487,False
8489,False
8493,False
8499,False
8501,False
8502,False
8503,False
8509,True
8516,False
8527,False
8529,False
8538,True
8550,False
8554,False
8555,False
8556,False
8561,False
8562,True
8563,False
8564,True
8565,False
8566,True
8574,True
8579,False
8580,False
8582,False
8583,False
8586,True
8594,False
8595,False
8596,False
8599,False
8600,False
8602,False
8603,True
8604,False
8609,False
8611,False
8612,False
8613,False
8617,False
8628,False
8629,False
8630,True
8635,False
8637,False
8638,False
8642,False
8644,False
8646,False
8656,True
8660,True
8661,True
8671,False
8674,True
8679,False
8680,False
8681,False
8682,False
8683,False
8684,False
8688,False
8696,True
8698,False
8701,True
8706,False
8708,False
8716,False
8717,False
8718,False
8727,True
8729,True
8734,False
8735,True
8737,True
8738,False
8744,True
8749,False
8754,False
8762,True
8764,False
8766,False
8771,False
8772,True
8778,False
8785,True
8790,False
8798,False
8802,False
8804,False
8805,True
8813,True
8815,False
8816,True
8817,False
8822,False
8823,False
8825,False
8834,True
8836,True
8841,False
8844,True
8845,True
8847,False
8848,True
8854,False
8855,True
8859,False
8864,False
8865,True
8866,True
8867,False
8868,True
8876,False
8879,False
8880,False
8882,True
8885,True
8891,False
8892,True
8893,False
8895,False
8898,False
8899,True
8903,False
8905,False
8908,False
8911,False
8914,False
8921,False
8929,False
8930,False
8932,True
8933,False
8941,False
8943,False
8944,True
8945,False
8955,False
8958,False
8967,False
8974,True
8977,True
8981,False
8986,False
8987,False
8989,False
8992,True
8996,False
9000,False
9002,False
9004,False
9012,True
9016,False
9020,True
9022,True
9025,False
9034,True
9035,True
9040,False
9041,False
9042,False
9051,True
9057,False
9061,False
9063,False
9068,False
9069,False
9072,True
9073,False
9080,False
9089,False
9090,False
9091,False
9096,False
9098,True
9103,True
9104,False
9105,True
9109,True
9111,True
9114,False
9115,True
9119,False
9122,False
9124,False
9127,False
9131,False
9133,True
9134,False
9136,False
9137,True
9141,True
9142,False
9146,False
9148,False
9153,False
9154,True
9155,False
9158,True
9160,False
9161,False
9164,True
9170,False
9179,False
9181,False
9182,True
9183,False
9185,False
9188,False
9189,False
9194,False
9196,False
9198,False
9200,False
9201,False
9202,False
9203,True
9204,True
9208,False
9210,False
9218,False
9221,False
9222,False
9230,False
9233,False
9236,False
9237,False
9239,True
9240,False
9241,False
9243,True
9246,False
9251,True
9256,False
9257,False
9259,False
9261,False
9263,False
9272,True
9277,False
9278,False
9280,True
9281,False
9286,False
9291,False
9294,False
9295,False
9301,False
9302,False
9303,False
9304,False
9308,True
9309,False
9311,False
9315,False
9318,False
9319,True
9320,False
9322,False
9339,False
9341,False
9345,False
9348,False
9350,False
9352,False
9356,False
9357,False
9360,False
9365,False
9374,False
9375,False
9381,False
9385,False
9395,True
9399,False
9401,False
9402,True
9409,False
9412,False
9413,False
9417,True
9421,False
9422,False
9426,False
9433,False
9434,True
9435,False
9436,True
9437,False
9444,True
9450,False
9452,False
9455,False
9463,True
9464,False
9466,False
9467,False
9468,True
9469,False
9471,False
9475,False
9479,True
9480,False
9481,False
9493,True
9494,False
9498,False
9505,True
9508,False
9512,False
9517,False
9518,False
9519,True
9523,False
9525,False
9535,False
9547,True
9552,False
